ocel:eid,ocel:timestamp,ocel:activity,weight,price,ocel:type:items,ocel:type:products,ocel:type:customers,ocel:type:orders,ocel:type:packages
2686.0,2019-07-05 10:10:28,item out of stock,0.483,495.0,['880999'],['iPad'],['Mahnaz Qafari'],['990248'],
2687.0,2019-07-05 10:11:03,pay order,3.593,5702.98,"['880604', '880610', '880609', '880607', '880601', '880608', '880603', '880602', '880605', '880606']","['iPad', 'iPhone 11 Pro', 'iPhone 8', 'Fire Stick', 'Echo Show 8', 'iPhone 11', 'Kindle Paperwhite']",['Tobias Brockhoff'],['990153'],
2688.0,2019-07-05 10:12:14,failed delivery,4.303,1014.96,"['881031', '880923', '880920', '880864', '881032']","['iPad', 'Echo Plus', 'Echo Show 8', 'Fire Stick 4K']",['Seran Uysal'],"['990213', '990227', '990256']",['660143']
2689.0,2019-07-05 10:41:10,reorder item,0.28,89.99,['881071'],['Fire Stick 4K'],['Marco Pegoraro'],['990265'],
2690.0,2019-07-05 10:53:40,pick item,0.495,129.0,['881002'],['Kindle Paperwhite'],['Tobias Brockhoff'],['990249'],
2691.0,2019-07-05 10:54:32,package delivered,4.103,3843.97,"['880899', '881035', '880901', '881034', '881033', '880903']","['iPhone 8', 'Fire Stick 4K', 'MacBook Pro', 'Echo Show 8', 'iPad', 'Echo']",['Majid Rafiei'],"['990223', '990257']",['660146']
2692.0,2019-07-05 11:05:55,pick item,0.88,89.99,['880688'],['Echo Show 5'],['Christina Rensinghof'],['990170'],
2693.0,2019-07-05 11:05:55,create package,1.615,774.97,"['880990', '880991', '880992', '880993', '881024']","['iPad Air', 'Kindle Paperwhite', 'Fire Stick', 'Fire Stick 4K']",['Wil van der Aalst'],"['990246', '990254']",['660151']
2694.0,2019-07-05 11:05:59,item out of stock,0.2,39.99,['881110'],['Fire Stick'],['Mohammadreza Fani Sani'],['990273'],
2695.0,2019-07-05 11:06:11,place order,3.78,4834.98,"['881122', '881123', '881120', '881121']","['Echo Dot', 'Echo', 'MacBook Pro', 'MacBook Air']",['Kefang Ding'],['990277'],
2696.0,2019-07-05 11:06:56,pick item,1.37,2500.0,['881054'],['MacBook Pro'],['Kefang Ding'],['990261'],
2697.0,2019-07-05 11:10:46,pick item,0.38,29.99,['881120'],['Echo Dot'],['Kefang Ding'],['990277'],
2698.0,2019-07-05 11:19:30,confirm order,0.28,94.99,['881071'],['Fire Stick 4K'],['Marco Pegoraro'],['990265'],
2699.0,2019-07-05 11:22:24,package delivered,2.216,3794.0,"['881041', '881037', '880380']","['iPad', 'iPad Pro', 'MacBook Air']",['Marco Pegoraro'],"['990258', '990095']",['660142']
2700.0,2019-07-05 11:28:40,item out of stock,0.44,476.0,['881075'],['iPad Air'],['Gyunam Park'],['990267'],
2701.0,2019-07-05 11:35:04,pick item,0.483,1099.0,['880995'],['iPad Pro'],['Wil van der Aalst'],['990246'],
2702.0,2019-07-05 11:42:02,pick item,1.37,2500.0,['880958'],['MacBook Pro'],['Junxiong Gao'],['990236'],
2703.0,2019-07-05 11:56:34,pick item,0.98,129.99,['881040'],['Echo Show 8'],['Marco Pegoraro'],['990258'],
2704.0,2019-07-05 11:56:34,create package,0.41,568.99,"['881076', '880972']","['iPhone 8', 'Fire Stick']",['Gyunam Park'],"['990267', '990240']",['660152']
2705.0,2019-07-05 11:57:37,pick item,0.78,99.99,['881000'],['Echo'],['Mahnaz Qafari'],['990248'],
2706.0,2019-07-05 12:00:47,pick item,0.172,699.0,['881117'],['iPhone X'],['Majid Rafiei'],['990275'],
2707.0,2019-07-05 12:00:47,create package,3.39,2878.98,"['881029', '880751', '881027', '880947']","['Echo Dot', 'Echo Studio', 'iPad mini', 'MacBook Air']",['Mohammadreza Fani Sani'],"['990185', '990255', '990234']",['660153']
2708.0,2019-07-05 12:09:08,pick item,0.188,1149.0,['880968'],['iPhone 11 Pro'],['Anahita Farhang Ghahfarokhi'],['990239'],
2709.0,2019-07-05 12:12:37,pick item,0.483,79.99,['881107'],['Kindle'],['Mohammadreza Fani Sani'],['990273'],
2710.0,2019-07-05 12:19:32,pick item,0.44,476.0,['881078'],['iPad Air'],['Gyunam Park'],['990267'],
2711.0,2019-07-05 12:22:58,confirm order,4.9830000000000005,1927.95,"['881103', '881096', '881098', '881101', '881102', '881097', '881099', '881100']","['iPad', 'Echo Studio', 'iPad mini', 'Echo Plus', 'Fire Stick', 'Echo']",['Christina Rensinghof'],['990271'],
2712.0,2019-07-05 12:27:48,pick item,1.25,2200.0,['881105'],['MacBook Air'],['Mohammadreza Fani Sani'],['990272'],
2713.0,2019-07-05 12:27:48,create package,5.91,7109.97,"['881017', '880958', '880526', '881018', '880940', '880749']","['Echo Dot', 'Echo Plus', 'MacBook Pro', 'MacBook Air']",['Junxiong Gao'],"['990231', '990184', '990133', '990252', '990236']",['660154']
2714.0,2019-07-05 12:32:10,place order,0.38,34.99,['881124'],['Echo Dot'],['Luis Santos'],['990278'],
2715.0,2019-07-05 13:03:16,pick item,0.21,529.0,['881077'],['iPhone 8'],['Gyunam Park'],['990267'],
2716.0,2019-07-05 13:06:40,send package,4.64,3804.96,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']","['iPad Air', 'iPad', 'Echo Show 5', 'iPhone 11 Pro', 'Echo Plus', 'Kindle', 'Fire Stick 4K', 'iPhone 11']",['Christine Dobbert'],"['990237', '990260', '990263', '990167', '990238', '990241']",['660150']
2717.0,2019-07-05 13:12:06,send package,1.615,774.97,"['880990', '880991', '880992', '880993', '881024']","['iPad Air', 'Kindle Paperwhite', 'Fire Stick', 'Fire Stick 4K']",['Wil van der Aalst'],"['990246', '990254']",['660151']
2718.0,2019-07-05 13:18:50,send package,3.39,2878.98,"['881029', '880751', '881027', '880947']","['Echo Dot', 'Echo Studio', 'iPad mini', 'MacBook Air']",['Mohammadreza Fani Sani'],"['990185', '990255', '990234']",['660153']
2719.0,2019-07-05 13:40:49,pick item,0.2,39.99,['881015'],['Fire Stick'],['Mahsa Bafrani'],['990251'],
2720.0,2019-07-05 14:24:07,place order,2.1790000000000003,3173.98,"['881125', '881127', '881126', '881128']","['iPhone 11', 'Fire Stick 4K', 'Kindle', 'MacBook Air']",['Marco Pegoraro'],['990279'],
2721.0,2019-07-05 14:25:19,confirm order,3.78,4834.98,"['881122', '881123', '881120', '881121']","['Echo Dot', 'Echo', 'MacBook Pro', 'MacBook Air']",['Kefang Ding'],['990277'],
2722.0,2019-07-05 14:44:16,pick item,0.495,129.0,['881109'],['Kindle Paperwhite'],['Mohammadreza Fani Sani'],['990273'],
2723.0,2019-07-05 14:49:38,pick item,1.37,2500.0,['881121'],['MacBook Pro'],['Kefang Ding'],['990277'],
2724.0,2019-07-05 14:57:26,reorder item,0.483,495.0,['880999'],['iPad'],['Mahnaz Qafari'],['990248'],
2725.0,2019-07-05 15:10:40,failed delivery,1.615,774.97,"['880990', '880991', '880992', '880993', '881024']","['iPad Air', 'Kindle Paperwhite', 'Fire Stick', 'Fire Stick 4K']",['Wil van der Aalst'],"['990246', '990254']",['660151']
2726.0,2019-07-05 15:20:35,pick item,0.38,29.99,['880921'],['Echo Dot'],['Seran Uysal'],['990227'],
2727.0,2019-07-05 15:22:11,failed delivery,4.66,3407.97,"['880896', '881022', '880851', '880925', '880850', '880926']","['iPhone X', 'Kindle', 'Kindle Paperwhite', 'Echo Studio', 'MacBook Air', 'Echo']",['Luis Santos'],"['990228', '990253', '990211', '990222']",['660145']
2728.0,2019-07-05 15:40:02,pick item,1.25,2200.0,['881112'],['MacBook Air'],['Mohammadreza Fani Sani'],['990274'],
2729.0,2019-07-05 15:40:02,create package,2.575,1213.98,"['881043', '880996', '881068', '880997', '881069']","['iPad Air', 'Echo Dot', 'iPad mini', 'Kindle Paperwhite', 'Echo Show 8']",['Claudia Graf'],"['990247', '990264', '990259']",['660155']
2730.0,2019-07-05 15:46:25,send package,2.336,3678.99,"['881016', '880879', '880734']","['iPad Pro', 'Kindle', 'MacBook Pro']",['Mahsa Bafrani'],"['990251', '990218', '990181']",['660148']
2731.0,2019-07-05 15:48:57,send package,4.75,3315.97,"['881064', '881001', '881062', '881011', '881013']","['Echo Show 5', 'iPad Air', 'Echo Plus', 'MacBook Pro', 'Echo']",['Mahnaz Qafari'],"['990248', '990262', '990250']",['660149']
2732.0,2019-07-05 15:51:33,send package,2.575,1213.98,"['881043', '880996', '881068', '880997', '881069']","['iPad Air', 'Echo Dot', 'iPad mini', 'Kindle Paperwhite', 'Echo Show 8']",['Claudia Graf'],"['990247', '990264', '990259']",['660155']
2733.0,2019-07-05 16:01:18,reorder item,1.28,149.99,['880974'],['Echo Plus'],['Christine Dobbert'],['990241'],
2734.0,2019-07-05 16:08:02,place order,0.48,493.99,"['881129', '881130']","['iPad mini', 'Fire Stick']",['Lisa Mannel'],['990280'],
2735.0,2019-07-05 16:11:36,confirm order,1.804,4132.0,"['881114', '881112', '881111', '881113']","['iPhone X', 'iPhone 8', 'MacBook Air']",['Mohammadreza Fani Sani'],['990274'],
2736.0,2019-07-05 16:11:58,pick item,0.38,29.99,['881094'],['Echo Dot'],['Luis Santos'],['990270'],
2737.0,2019-07-05 16:22:17,confirm order,5.348,3453.95,"['881089', '881087', '881086', '881090', '881091', '881092', '881088']","['iPhone X', 'Kindle', 'Echo Studio', 'Echo Plus', 'Fire Stick', 'MacBook Air']",['Kefang Ding'],['990269'],
2738.0,2019-07-05 16:29:52,item out of stock,1.25,2200.0,['881125'],['MacBook Air'],['Marco Pegoraro'],['990279'],
2739.0,2019-07-05 16:39:11,reorder item,0.28,449.0,['880924'],['iPad mini'],['Luis Santos'],['990228'],
2740.0,2019-07-05 16:39:45,package delivered,4.66,3407.97,"['880896', '881022', '880851', '880925', '880850', '880926']","['iPhone X', 'Kindle', 'Kindle Paperwhite', 'Echo Studio', 'MacBook Air', 'Echo']",['Luis Santos'],"['990228', '990253', '990211', '990222']",['660145']
2741.0,2019-07-05 16:42:29,item out of stock,1.28,149.99,['881101'],['Echo Plus'],['Christina Rensinghof'],['990271'],
2742.0,2019-07-05 16:49:36,confirm order,1.475,263.99,"['881025', '881024']","['Kindle Paperwhite', 'Echo Show 8']",['Wil van der Aalst'],['990254'],
2743.0,2019-07-05 16:56:46,failed delivery,4.303,1014.96,"['881031', '880923', '880920', '880864', '881032']","['iPad', 'Echo Plus', 'Echo Show 8', 'Fire Stick 4K']",['Seran Uysal'],"['990213', '990227', '990256']",['660143']
2744.0,2019-07-05 17:08:43,item out of stock,1.48,199.99,['881047'],['Echo Studio'],['Christine Dobbert'],['990260'],
2745.0,2019-07-05 17:28:13,item out of stock,0.28,89.99,['881128'],['Fire Stick 4K'],['Marco Pegoraro'],['990279'],
2746.0,2019-07-05 17:33:26,pick item,0.483,495.0,['881003'],['iPad'],['Tobias Brockhoff'],['990249'],
2747.0,2019-07-05 17:35:51,place order,2.178,1832.97,"['881134', '881135', '881131', '881133', '881132']","['iPhone 11', 'iPhone X', 'Echo Plus', 'Fire Stick 4K']",['Mohammadreza Fani Sani'],['990281'],
2748.0,2019-07-05 17:45:51,failed delivery,2.575,1213.98,"['881043', '880996', '881068', '880997', '881069']","['iPad Air', 'Echo Dot', 'iPad mini', 'Kindle Paperwhite', 'Echo Show 8']",['Claudia Graf'],"['990247', '990264', '990259']",['660155']
2749.0,2019-07-05 18:03:06,pick item,0.483,79.99,['881087'],['Kindle'],['Kefang Ding'],['990269'],
2750.0,2019-07-05 18:17:08,pick item,1.37,2500.0,['881073'],['MacBook Pro'],['Anahita Farhang Ghahfarokhi'],['990266'],
2751.0,2019-07-05 18:32:17,send package,0.41,568.99,"['881076', '880972']","['iPhone 8', 'Fire Stick']",['Gyunam Park'],"['990267', '990240']",['660152']
2752.0,2019-07-05 18:35:57,confirm order,6.394,6802.97,"['881083', '881079', '881081', '881082', '881080', '881085', '881084']","['iPhone 11', 'iPhone 11 Pro', 'Echo Studio', 'Echo', 'Echo Plus', 'MacBook Air']",['Kefang Ding'],['990268'],
2753.0,2019-07-05 18:56:58,confirm order,2.178,1832.97,"['881134', '881135', '881131', '881133', '881132']","['iPhone 11', 'iPhone X', 'Echo Plus', 'Fire Stick 4K']",['Mohammadreza Fani Sani'],['990281'],
2754.0,2019-07-05 19:31:29,place order,0.366,843.99,"['881137', '881136']","['iPhone 11', 'Fire Stick']",['Majid Rafiei'],['990282'],
2755.0,2019-07-05 22:42:33,place order,2.322,3303.99,"['881139', '881138', '881140']","['iPhone X', 'MacBook Pro', 'Echo']",['Junxiong Gao'],['990283'],
2756.0,2019-07-06 19:15:12,place order,5.537999999999999,5045.97,"['881145', '881148', '881141', '881143', '881147', '881146', '881144', '881149', '881142']","['Echo Show 5', 'Kindle Paperwhite', 'iPhone 8', 'Echo Studio', 'Fire Stick', 'MacBook Pro', 'iPad']",['Kefang Ding'],['990284'],
2757.0,2019-07-07 13:08:50,payment reminder,2.2430000000000003,723.97,"['880644', '880645', '880646', '880643']","['iPad mini', 'Echo Plus', 'Fire Stick', 'Kindle']",['Christine Dobbert'],['990162'],
2758.0,2019-07-07 19:18:12,place order,3.711,2028.97,"['881150', '881153', '881152', '881154', '881151']","['iPhone 11 Pro', 'Echo Plus', 'Echo Show 8', 'iPad', 'Echo']",['Luis Santos'],['990285'],
2759.0,2019-07-08 08:28:29,reorder item,0.78,99.99,['881045'],['Echo'],['Christine Dobbert'],['990260'],
2760.0,2019-07-08 08:33:45,pay order,3.011,4052.98,"['880134', '880133', '880130', '880131', '880132']","['iPhone 11 Pro', 'Echo Show 5', 'iPhone 8', 'Kindle', 'MacBook Air']",['Mohammadreza Fani Sani'],['990034'],
2761.0,2019-07-08 08:33:57,payment reminder,1.047,862.99,"['880660', '880661', '880659']","['iPhone X', 'Echo Dot', 'Kindle Paperwhite']",['Mahsa Bafrani'],['990165'],
2762.0,2019-07-08 08:51:24,reorder item,1.48,199.99,['881047'],['Echo Studio'],['Christine Dobbert'],['990260'],
2763.0,2019-07-08 08:53:04,confirm order,0.7559999999999999,2332.99,"['881094', '881095', '881093']","['iPhone 11 Pro', 'Echo Dot']",['Luis Santos'],['990270'],
2764.0,2019-07-08 08:58:24,place order,0.655,783.99,"['881156', '881155']","['iPhone X', 'Kindle']",['Gyunam Park'],['990286'],
2765.0,2019-07-08 09:07:50,reorder item,1.28,149.99,['881026'],['Echo Plus'],['Mohammadreza Fani Sani'],['990255'],
2766.0,2019-07-08 09:10:14,pick item,0.38,29.99,['881074'],['Echo Dot'],['Anahita Farhang Ghahfarokhi'],['990266'],
2767.0,2019-07-08 09:10:14,create package,3.844,2861.98,"['881005', '880988', '881008', '881002', '881003', '881010', '880989', '881007']","['Kindle Paperwhite', 'iPad', 'iPhone 8', 'Echo Plus', 'Fire Stick']",['Tobias Brockhoff'],"['990249', '990245', '990244']",['660156']
2768.0,2019-07-08 09:21:11,confirm order,1.46,2734.0,"['881104', '881105']","['iPhone 8', 'MacBook Air']",['Mohammadreza Fani Sani'],['990272'],
2769.0,2019-07-08 09:25:35,package delivered,3.39,2878.98,"['881029', '880751', '881027', '880947']","['Echo Dot', 'Echo Studio', 'iPad mini', 'MacBook Air']",['Mohammadreza Fani Sani'],"['990185', '990255', '990234']",['660153']
2770.0,2019-07-08 09:40:22,send package,5.91,7109.97,"['881017', '880958', '880526', '881018', '880940', '880749']","['Echo Dot', 'Echo Plus', 'MacBook Pro', 'MacBook Air']",['Junxiong Gao'],"['990231', '990184', '990133', '990252', '990236']",['660154']
2771.0,2019-07-08 09:49:39,package delivered,1.745,2329.0,"['880785', '881072']","['Kindle Paperwhite', 'MacBook Air']",['Anahita Farhang Ghahfarokhi'],"['990266', '990194']",['660147']
2772.0,2019-07-08 09:50:35,item out of stock,1.48,199.99,['881148'],['Echo Studio'],['Kefang Ding'],['990284'],
2773.0,2019-07-08 10:17:38,pick item,0.188,1149.0,['881106'],['iPhone 11 Pro'],['Mohammadreza Fani Sani'],['990273'],
2774.0,2019-07-08 10:24:23,pick item,1.37,2500.0,['881149'],['MacBook Pro'],['Kefang Ding'],['990284'],
2775.0,2019-07-08 10:41:38,item out of stock,0.78,99.99,['881056'],['Echo'],['Kefang Ding'],['990261'],
2776.0,2019-07-08 10:43:48,pay order,1.56,244.98,"['880973', '880974']","['Echo Plus', 'Fire Stick 4K']",['Christine Dobbert'],['990241'],
2777.0,2019-07-08 10:48:52,confirm order,0.366,843.99,"['881137', '881136']","['iPhone 11', 'Fire Stick']",['Majid Rafiei'],['990282'],
2778.0,2019-07-08 10:50:57,pay order,0.366,843.99,"['881137', '881136']","['iPhone 11', 'Fire Stick']",['Majid Rafiei'],['990282'],
2779.0,2019-07-08 10:55:09,confirm order,3.711,2028.97,"['881150', '881153', '881152', '881154', '881151']","['iPhone 11 Pro', 'Echo Plus', 'Echo Show 8', 'iPad', 'Echo']",['Luis Santos'],['990285'],
2780.0,2019-07-08 11:06:25,confirm order,2.322,3303.99,"['881139', '881138', '881140']","['iPhone X', 'MacBook Pro', 'Echo']",['Junxiong Gao'],['990283'],
2781.0,2019-07-08 11:14:54,item out of stock,1.25,2200.0,['881115'],['MacBook Air'],['Majid Rafiei'],['990275'],
2782.0,2019-07-08 11:17:24,place order,3.195,1173.96,"['881158', '881160', '881161', '881157', '881159']","['iPhone X', 'Echo Studio', 'Echo', 'Kindle', 'Fire Stick 4K']",['Junxiong Gao'],['990287'],
2783.0,2019-07-08 11:22:45,pick item,0.483,79.99,['880182'],['Kindle'],['Wil van der Aalst'],['990047'],
2784.0,2019-07-08 11:36:33,confirm order,2.1790000000000003,3173.98,"['881125', '881127', '881126', '881128']","['iPhone 11', 'Fire Stick 4K', 'Kindle', 'MacBook Air']",['Marco Pegoraro'],['990279'],
2785.0,2019-07-08 11:50:26,item out of stock,0.28,449.0,['881130'],['iPad mini'],['Lisa Mannel'],['990280'],
2786.0,2019-07-08 11:55:52,confirm order,2.402,3033.99,"['881116', '881115', '881117']","['iPhone X', 'Echo Show 8', 'MacBook Air']",['Majid Rafiei'],['990275'],
2787.0,2019-07-08 11:58:31,pick item,0.21,529.0,['881144'],['iPhone 8'],['Kefang Ding'],['990284'],
2788.0,2019-07-08 11:59:03,pick item,0.172,699.0,['881111'],['iPhone X'],['Mohammadreza Fani Sani'],['990274'],
2789.0,2019-07-08 12:14:48,pick item,0.38,29.99,['881124'],['Echo Dot'],['Luis Santos'],['990278'],
2790.0,2019-07-08 12:22:47,package delivered,5.91,7109.97,"['881017', '880958', '880526', '881018', '880940', '880749']","['Echo Dot', 'Echo Plus', 'MacBook Pro', 'MacBook Air']",['Junxiong Gao'],"['990231', '990184', '990133', '990252', '990236']",['660154']
2791.0,2019-07-08 12:28:49,pick item,0.483,495.0,['881145'],['iPad'],['Kefang Ding'],['990284'],
2792.0,2019-07-08 12:37:54,confirm order,0.38,34.99,['881124'],['Echo Dot'],['Luis Santos'],['990278'],
2793.0,2019-07-08 12:47:38,pick item,1.48,199.99,['880806'],['Echo Studio'],['Luis Santos'],['990200'],
2794.0,2019-07-08 12:47:38,create package,2.123,1522.98,"['881096', '881098', '880688', '880911', '881100']","['Echo Show 5', 'iPad', 'iPad mini', 'Fire Stick']",['Christina Rensinghof'],"['990271', '990225', '990170']",['660157']
2795.0,2019-07-08 12:54:35,place order,1.86,234.97,"['881163', '881162', '881164']","['Echo Show 5', 'Fire Stick', 'Echo']",['Seran Uysal'],['990288'],
2796.0,2019-07-08 13:14:20,pick item,0.166,799.0,['881127'],['iPhone 11'],['Marco Pegoraro'],['990279'],
2797.0,2019-07-08 13:40:42,confirm order,1.646,1851.98,"['881108', '881106', '881110', '881107', '881109']","['iPhone 11 Pro', 'Kindle Paperwhite', 'iPad mini', 'Fire Stick', 'Kindle']",['Mohammadreza Fani Sani'],['990273'],
2798.0,2019-07-08 13:43:54,pick item,0.2,39.99,['881137'],['Fire Stick'],['Majid Rafiei'],['990282'],
2799.0,2019-07-08 13:45:22,pick item,0.483,79.99,['881155'],['Kindle'],['Gyunam Park'],['990286'],
2800.0,2019-07-08 14:13:06,package delivered,1.615,774.97,"['880990', '880991', '880992', '880993', '881024']","['iPad Air', 'Kindle Paperwhite', 'Fire Stick', 'Fire Stick 4K']",['Wil van der Aalst'],"['990246', '990254']",['660151']
2801.0,2019-07-08 14:32:19,pick item,0.2,39.99,['880964'],['Fire Stick'],['Christine Dobbert'],['990238'],
2802.0,2019-07-08 14:32:32,pay order,1.803,650.98,"['880689', '880688', '880690']","['Echo Show 5', 'iPad Air', 'Kindle']",['Christina Rensinghof'],['990170'],
2803.0,2019-07-08 14:49:51,pay order,0.28,94.99,['881071'],['Fire Stick 4K'],['Marco Pegoraro'],['990265'],
2804.0,2019-07-08 14:51:02,confirm order,3.195,1173.96,"['881158', '881160', '881161', '881157', '881159']","['iPhone X', 'Echo Studio', 'Echo', 'Kindle', 'Fire Stick 4K']",['Junxiong Gao'],['990287'],
2805.0,2019-07-08 15:06:47,pick item,0.2,39.99,['881097'],['Fire Stick'],['Christina Rensinghof'],['990271'],
2806.0,2019-07-08 15:06:47,create package,15.327,18218.92,"['881145', '881119', '881059', '881149', '881085', '881144', '881079', '881120', '881090', '881082', '881121', '881055', '881083', '881092', '881080', '881054', '881087', '881086', '881051', '881060']","['iPhone X', 'MacBook Pro', 'iPad', 'Echo Show 5', 'iPhone 11 Pro', 'iPhone 8', 'Echo Plus', 'Kindle', 'MacBook Air', 'iPhone 11', 'Echo Dot', 'Echo Studio', 'iPad Pro', 'Echo']",['Kefang Ding'],"['990269', '990284', '990261', '990277', '990268', '990276']",['660158']
2807.0,2019-07-08 15:06:49,pick item,0.483,79.99,['880902'],['Kindle'],['Majid Rafiei'],['990223'],
2808.0,2019-07-08 15:08:58,place order,2.978,4259.99,"['881168', '881167', '881166', '881165']","['iPhone 11 Pro', 'iPad Air', 'MacBook Pro', 'Echo Show 8']",['Seran Uysal'],['990289'],
2809.0,2019-07-08 15:14:29,confirm order,5.537999999999999,5045.97,"['881145', '881148', '881141', '881143', '881147', '881146', '881144', '881149', '881142']","['Echo Show 5', 'Kindle Paperwhite', 'iPhone 8', 'Echo Studio', 'Fire Stick', 'MacBook Pro', 'iPad']",['Kefang Ding'],['990284'],
2810.0,2019-07-08 15:20:12,pick item,0.28,89.99,['881134'],['Fire Stick 4K'],['Mohammadreza Fani Sani'],['990281'],
2811.0,2019-07-08 15:44:51,pick item,0.2,39.99,['881129'],['Fire Stick'],['Lisa Mannel'],['990280'],
2812.0,2019-07-08 15:52:08,package delivered,0.41,568.99,"['881076', '880972']","['iPhone 8', 'Fire Stick']",['Gyunam Park'],"['990267', '990240']",['660152']
2813.0,2019-07-08 15:53:19,failed delivery,2.336,3678.99,"['881016', '880879', '880734']","['iPad Pro', 'Kindle', 'MacBook Pro']",['Mahsa Bafrani'],"['990251', '990218', '990181']",['660148']
2814.0,2019-07-08 15:57:03,confirm order,0.655,783.99,"['881156', '881155']","['iPhone X', 'Kindle']",['Gyunam Park'],['990286'],
2815.0,2019-07-08 15:58:35,pick item,0.2,39.99,['881162'],['Fire Stick'],['Seran Uysal'],['990288'],
2816.0,2019-07-08 16:00:53,item out of stock,0.78,99.99,['881153'],['Echo'],['Luis Santos'],['990285'],
2817.0,2019-07-08 16:04:46,item out of stock,0.483,79.99,['881126'],['Kindle'],['Marco Pegoraro'],['990279'],
2818.0,2019-07-08 16:12:21,pick item,1.48,199.99,['881039'],['Echo Studio'],['Marco Pegoraro'],['990258'],
2819.0,2019-07-08 16:17:12,pick item,1.28,149.99,['881067'],['Echo Plus'],['Christine Dobbert'],['990263'],
2820.0,2019-07-08 16:21:34,pick item,0.28,449.0,['880672'],['iPad mini'],['Christine Dobbert'],['990167'],
2821.0,2019-07-08 16:30:34,failed delivery,4.303,1014.96,"['881031', '880923', '880920', '880864', '881032']","['iPad', 'Echo Plus', 'Echo Show 8', 'Fire Stick 4K']",['Seran Uysal'],"['990213', '990227', '990256']",['660143']
2822.0,2019-07-08 16:33:38,package delivered,4.64,3804.96,"['880973', '881049', '880963', '880966', '881066', '881048', '880961', '880673', '881065']","['iPad Air', 'iPad', 'Echo Show 5', 'iPhone 11 Pro', 'Echo Plus', 'Kindle', 'Fire Stick 4K', 'iPhone 11']",['Christine Dobbert'],"['990237', '990260', '990263', '990167', '990238', '990241']",['660150']
2823.0,2019-07-08 16:37:43,place order,0.188,1154.0,['881169'],['iPhone 11 Pro'],['Mohammadreza Fani Sani'],['990290'],
2824.0,2019-07-08 16:43:54,pick item,1.48,199.99,['881084'],['Echo Studio'],['Kefang Ding'],['990268'],
2825.0,2019-07-08 16:55:31,pick item,0.28,89.99,['881042'],['Fire Stick 4K'],['Marco Pegoraro'],['990258'],
2826.0,2019-07-08 17:18:34,item out of stock,0.21,529.0,['881141'],['iPhone 8'],['Kefang Ding'],['990284'],
2827.0,2019-07-08 17:29:49,pick item,1.48,199.99,['881047'],['Echo Studio'],['Christine Dobbert'],['990260'],
2828.0,2019-07-08 17:31:07,pick item,0.78,99.99,['881157'],['Echo'],['Junxiong Gao'],['990287'],
2829.0,2019-07-08 17:48:08,pay order,0.344,1403.0,"['881023', '881022']",['iPhone X'],['Luis Santos'],['990253'],
2830.0,2019-07-08 18:02:55,confirm order,0.188,1154.0,['881169'],['iPhone 11 Pro'],['Mohammadreza Fani Sani'],['990290'],
2831.0,2019-07-08 18:35:13,place order,6.256,9407.99,"['881171', '881170', '881174', '881175', '881176', '881172', '881173']","['iPhone 11 Pro', 'Kindle Paperwhite', 'iPad', 'Echo Show 8', 'MacBook Pro']",['Seran Uysal'],['990291'],
2832.0,2019-07-08 18:39:58,pick item,0.166,799.0,['881136'],['iPhone 11'],['Majid Rafiei'],['990282'],
2833.0,2019-07-08 19:04:10,reorder item,0.483,79.99,['881126'],['Kindle'],['Marco Pegoraro'],['990279'],
2834.0,2019-07-08 19:07:08,pick item,0.38,29.99,['880969'],['Echo Dot'],['Anahita Farhang Ghahfarokhi'],['990239'],
2835.0,2019-07-08 21:25:14,place order,0.6829999999999999,539.99,"['881177', '881178']","['Fire Stick', 'iPad']",['Wil van der Aalst'],['990292'],
2836.0,2019-07-09 01:00:00,create package,4.1560000000000015,3418.97,"['881042', '881127', '881039', '881040', '881038']","['iPhone 11', 'Echo Studio', 'Echo Show 8', 'Fire Stick 4K', 'MacBook Air']",['Marco Pegoraro'],"['990258', '990279']",['660159']
2837.0,2019-07-09 04:49:18,place order,2.78,770.97,"['881180', '881179', '881182', '881181']","['iPad Air', 'Echo Dot', 'Echo Show 8']",['Wil van der Aalst'],['990293'],
2838.0,2019-07-09 08:44:26,pick item,0.28,449.0,['881108'],['iPad mini'],['Mohammadreza Fani Sani'],['990273'],
2839.0,2019-07-09 08:48:50,pick item,1.28,149.99,['881026'],['Echo Plus'],['Mohammadreza Fani Sani'],['990255'],
2840.0,2019-07-09 08:53:13,confirm order,1.463,1233.99,"['881119', '881118']","['iPad Pro', 'Echo Show 8']",['Kefang Ding'],['990276'],
2841.0,2019-07-09 09:25:35,pick item,1.25,2200.0,['880985'],['MacBook Air'],['Tobias Brockhoff'],['990244'],
2842.0,2019-07-09 09:36:25,package delivered,4.75,3315.97,"['881064', '881001', '881062', '881011', '881013']","['Echo Show 5', 'iPad Air', 'Echo Plus', 'MacBook Pro', 'Echo']",['Mahnaz Qafari'],"['990248', '990262', '990250']",['660149']
2843.0,2019-07-09 09:37:04,pick item,0.172,699.0,['881113'],['iPhone X'],['Mohammadreza Fani Sani'],['990274'],
2844.0,2019-07-09 09:38:00,reorder item,0.44,476.0,['881075'],['iPad Air'],['Gyunam Park'],['990267'],
2845.0,2019-07-09 09:38:58,item out of stock,0.28,449.0,['880967'],['iPad mini'],['Anahita Farhang Ghahfarokhi'],['990239'],
